セブンさん,わわ
セブンさん,なお、ｎ階微分の連続性までわかるので
セブンさん,左極限がいつでも０であることから
セブンさん,ｎ階微分係数は、結論として、全部０です
セブンさん,わわ
セブンさん,まず、ｘがセイのときに星マークの式が正しいことをしめします
セブンさん,数学的帰納法でやっつけるわけですが
セブンさん,ｎが１のときには、これは前の方で確認したからオケです
セブンさん,わわ
セブンさん,ｎがｋで行けると仮定しておくと
セブンさん,ｆのｋたす１階微分（ただしｘがセイの部分）は
セブンさん,フツウに積の微分公式で微分するだけですが
セブンさん,ｘブンの１の多項式、と書いたところは
セブンさん,要するに整式とｘブンの１との合成関数なだけですから
セブンさん,微分をすると多項式の微分したもの、これも多項式なわけですが
セブンさん,それにｘブンの１を代入したものとｘブンの１の微分をかければ
セブンさん,それでいいわけです
セブンさん,わわ
セブンさん,ｅのマイナスｘブンの１の微分も結局
セブンさん,ｘ2乗ブンの１が出てくるだけですので
セブンさん,現れるのは全部「ｘブンの１の多項式」の範囲内であることが
セブンさん,確認できました
セブンさん,次のページへ進みます
セブンさん,わわ
セブンさん,ｘがフのときのｎ階導関数は０しかないので、これはよし
セブンさん,わわ
セブンさん,あとは、ｘが０のところでの
セブンさん,ｎ階微分係数のはなしだけですが
セブンさん,特に目新しい計算もなく
セブンさん,ぱたぱたと話が進みます
セブンさん,ぱた、ぱた、ぱたり、ぱたり
セブンさん,ちょっと難しそうなのが
セブンさん,ページを進めまして
セブンさん,わわ
セブンさん,ｆカッコｋの右微分係数があるかどうかですが
セブンさん,多項式がどんなに頑張っても
セブンさん,今の場合にはｅのマイナスｔ乗が強力過ぎて
セブンさん,話になりませんわな
セブンさん,力関係という言葉はこういう状況のためにあるようです
セブンさん,わわ
セブンさん,と、いうわけで
セブンさん,ガチ回でしたが
セブンさん,テイラーさんの顔を拝みながらお別れです
セブンさん,わわ
セブンさん,ご視聴ありがとうございました
セブンさん,わわ
